doc_id,speech
72,"in writing.  There is an urgent need to reduce our greenhouse gas emissions in all sectors, but particularly in transport, whose CO2 emissions have been rising for the last 30 years. The Earth is suffocating, it is too hot: we cannot afford to wait until 2030 to actually reduce CO2 emissions from cars and vans! The Commission has also proposed that the European Parliament should be consulted on the future of the European Union's energy policy. Europe has every reason to invest in innovation, to remain competitive and to create new jobs, otherwise it will be overwhelmed by international competition, because Asian manufacturers, for example, are not afraid to make the technological shift. If we start the transition now, we can do it gradually, to keep pace with the change in the affected territories and to ensure that jobs are maintained. Five years from now it will be too late, we must start the transition to clean mobility today, all over Europe!"
73,"The rapporteur.  Thank you Chair, allow me, first of all to thank the Shadow Rapporteurs for their attitude in being here today, and thank you to this House for understanding that this is a law where we really need to be ambitious. In this connection, I would therefore like to request a mandate to enable us, on the basis of the fourth subparagraph of Article 59 (4) of the Rules of Procedure, to open interinstitutional negotiations. Thank you."
74,"Mr. Chairman, I would like to explain why I did not vote in the final vote to change the emission standards for new passenger cars. Reducing CO2 emissions is important in the fight against climate change and the European Union is a leader in this. The Commission has proposed to amend the emission standard to reduce CO2 emissions by 30% by 2030. I think it was a wise decision. I was willing to vote for a 35% compromise, and that's already a very ambitious plan. However, despite the fact that many of us in the EPP voted against the amendment, Parliament finally approved the 40% emission reduction commitment, and that is already an unacceptable ambition for me, counterproductive, because the European car industry will be less competitive, we will clear the space for Chinese competition. I hope that this decision will be corrected in the negotiations with the Member States."
75,"Mr President, Parliament today has pushed further on the Commission’s proposal to reduce CO2 emissions from new cars in the EU market by at least 40% by 2030. I am really happy with the political will and ambition shown by Parliament in this regard. I fully support the aim of the proposal to help Member States to reach the EU climate commitments under the Paris Agreement for the transport sector by incentivising the best use in production of new technologies such as electric vehicles. The vote was motivated in part by a reading of the impact assessment which estimated that this proposal could possibly create up to 70 000 new jobs in the European Union and that it will allow our citizens to save up to EUR 17 billion a year on fuel. Lastly, the decision to reduce environmental pollution will also significantly reduce the EU’s geopolitical dependence on transport fuel imports, and it carries a very clear geopolitical message."
76,"Mr President, I would like to express my pleasure at the adoption of the Dalli report on emission control, which is a milestone in the contribution of the road transport industry to the fight against climate change. I would like to stress the importance of putting an end to the traps in CO2 measurements, because measurements were not confined to the laboratory, and I hope that there will be no more dieselgate in this sense. And in that sense it is positive that we have approved awards for those who exceed the minimum targets for the sale of zero or low emission vehicles, and punishments, too, for those who do not. On the other hand, it is important that this transition be gradual, that it be realistic and that we prevent our manufacturers from experiencing that fearful Nokia effect or Nokia moment, whereby an industry either makes a leap forward or is irremediably doomed to die. And I would like to stress, lastly, the importance of green job creation. This transition means a reduction of 1% in jobs in this sector, but it means the creation of tens of thousands of new, more sustainable jobs in industry."
77,"Mr President, I would like to thank you. It was a bit of a beauty contest to see what was going on in the Environment Committee here during the process leading up to the vote today, with all the incredibly ambitious proposals put forward by the various groups. We ended up with a good compromise, and our delegation and our group were able to agree with that, partly because of course it is important to do something about the climate, but it is also about our strategic and major political independence, which is a neglected theme in this debate. When we import large quantities of coal and gas and oil, it is from regimes and states with which we generally do not want to be associated and certainly not in the pocket of - in the Middle East, Russia and so on. I think it is important that we also talk about this dimension of the whole energy supply business, that it is really also about who we ally ourselves with - and that must of course be the Western alliance with the United States at the head, NATO, etc. Not various regimes in the Middle East."
78,"Mr. Chairman, please! This is another irresponsible resolution of this Parliament. Once again, you pass a law without knowing the facts, and then others have to worry about how to enforce it. If the aim of this Parliament is to get to a situation where only Members of Parliament and European officials can afford to drive, then I think we are going in that direction. If this is your idea for solving the traffic problem on the bridge in Strasbourg, then I really congratulate you. I voted against it."
79,"Mr. Chairman, please! The protection of the environment, including air, is perhaps one of the most important goals of our civilization. It is worth the effort and the money that is put into this important work. But everything must be done in the right time frame, rationally, reasonably, so that one good does not overwhelm another good. One of those goods that I mentioned at the beginning is the natural environment, a clean, healthy natural environment, but the other equally important good is the human being, his family, his work, his life, his development opportunities. The State and the international community are also such assets, and therefore the objectives we set for ourselves in the field of environmental protection should take account of the needs of people, society and the countries of the international community. I think that we would have had a chance of doing so here if we had accepted a compromise solution, but we have gone much further as a Parliament and that is not a rational and sensible solution."
80,"Mr President, I could not support this proposal, I considered the original proposal from the European Commission to reduce emissions from new cars and vans by 30% by 2030 compared to 2021 to be realistic, and I considered the more restrictive proposal of 35% to be reasonable and acceptable. However, I would no longer set myself ambitious goals that I would back down from anyway, and this is I think one of those goals that was approved. 40% reduction is one of those targets that is very ambitious, but not realistic. The setting of these limits must, in my view, reflect both the need for the changes that the climate is causing and that are set out in the Paris Convention, and the possibilities of the automotive sector, which provides thousands of jobs not only in the Czech Republic but also throughout the EU. We need to encourage car manufacturers to invest in the development of low-emission and electric cars, while avoiding measures that would have a dramatic impact on the price of the car and thus on the end consumer."
81,"Mr President, I voted in favour of this report because the environment cannot wait any longer. Emission targets must be ambitious if we are to reverse the calamitous global warming caused by greenhouse gas emissions by 2030. We have to set a value at least above 40%. The targets set out in the Commission's text are insufficient and provide for an overly positive scenario. History shows that the automobile industry has been systematically failing to meet its targets by abusing exceptions and subterfuge. It is time to give a strong political signal that clearly indicates a trajectory away from fossil fuels, a commitment to electricity technologies from renewable energy sources and a demand for greater transparency in emissions measurements. Efficient cars bring enormous benefits. In addition to reduced emissions, they bring more competitiveness to European industry, they bring more jobs and they bring less dependence on oil imports. By giving preference to low- and zero-emission light vehicles and, on the other hand, penalizing the rest, we are allowing greater accessibility of these types of vehicles with obvious savings for the consumer and for air quality. Colleagues, there is only a future with clean air."
82,"Mr President, I am delighted to support this report today, particularly the 40% reduction target for 2030 for both cars and light vans. It’s a big step forward in the ambition of the European Union and everyone who has, as I have, dealt with transport policy and looked at emissions from transport, knows that without serious action on emissions from vehicles, you will not meet climate targets and you will not address key problems of air quality in urban areas. Every time we’ve had a step forward on this we’ve had to have the automotive industry dragged, kicking and screaming, in the direction of reform. But they have nothing to fear, because this will make the industry more competitive in the future and it is essential that we have just transition funding for workers who would otherwise, potentially, be thrown out of work because of these changes. I believe they have nothing to fear if we do this properly."
83,"The next item is the report by Miriam Dalli, on behalf of the Committee on the Environment, Public Health and Food Safety, on the proposal for a regulation of the European Parliament and of the Council laying down emission performance standards for new passenger cars and for new light commercial vehicles as part of the Union's integrated approach to reduce CO2 emissions from light-duty vehicles and amending Regulation (EC) No 715/2007 (Recast) (COM (2017) 0676 - C8-0395/2017 - 2017/0293 (COD)) (A8-0287/2018)."
84,"Rapporteur. – Mr President, allow me, first and foremost, to start by thanking all the shadow rapporteurs with whom I worked on this legislation. Thank you for your ambition. Thank you for your different points of view and your ideas, which many times allowed me to formulate and push for a strong position. The last months were tough. We negotiated hard, but we are here today because we do understand that the transition to a carbon—neutral economy can help address climate change, improve our health and environment, and can bring a new impulse to our countries’ industrial competitiveness. The legislation aimed at reducing CO2 emissions for passenger cars and light commercial vehicles is part of this whole transition. It’s part of a bigger picture, one that requires a shift from traditional economic models to ones rooted in sustainability, where new technologies can flourish, where innovation takes centre stage and where further investments are channelled into research and development. The final CO2 reduction targets agreed upon during the trilogue negotiations for 2025 and 2030 are a step in this direction, but they are just the beginning of a transitory path towards the economy of the future. After a number of meetings with the Council and the Commission, we managed to agree that new cars will need to emit 37.5% less CO2 and new vans will need to emit 31% less CO2 from 2030 onwards. Between 2025 and 2029 both cars and vans will be required to emit 15% less CO2. Electric cars, plug-in hybrids, hydrogen, fuel cell technology and efficient combustion engines will all play a role. I am glad that we managed to achieve this. The road was not always easy and we had to overcome some tough lobbying and initial opposition, even from some Member States. But anyway, what’s easy? At the end of the day we managed to successfully close a number of loopholes that would otherwise have weakened the legislation. We made sure that during the transition to the new test cycle manufacturers will not be allowed to inflate the Worldwide Harmonised Light Vehicle Test Procedure (WLTP) value. For the very first time, there is an obligation on the Commission to monitor and report fuel consumption meter data to ensure emission reductions are delivered on the road and not only in the laboratory. Acknowledging the importance of new infrastructure, the legislation is echoing Parliament’s position, pushing for more investment to develop recharging infrastructure all over Europe and in favour of mobilising and incentivising significant public and private investment. Understanding the concerns of trade unions, the legislation allows for the allocation of excess emission premiums to a fund that would help the reskilling and upskilling of workers. This fund is aimed to achieve a climate—neutral economy without negative social implications and, in particular, to support workers in the European car manufacturing industry, a key priority for myself and my political group, the S&D. The new law means fuel savings for consumers and will make it affordable to buy zero- and low-emission vehicles in the years to come. I have always said that I believe in policymaking that pushes change. Policies need to move the shift towards cleaner transport and we, as policymakers, need to encourage and stimulate this move, as I believe we’ll be doing in this legislation. This is our opportunity to inject new life into the EU’s manufacturing sector, create new skilled jobs and boost economic growth in Industry 4.0. Once again allow me to thank Commissioner Arias Cañete for his participation and positive help in this legislation. Thanks to all the shadow rapporteurs and thanks to everyone for their input."
85,"Member of the Commission. – Mr President, I am glad to be here today as we bring to a successful conclusion the legislation setting CO2 emission standards for new cars and vans for the period post-2020. The agreement reached by Parliament and the Council is an important achievement and – together with the legislation on heavy-duty vehicles – marks the completion of a comprehensive legislative framework on climate and clean energy for 2030. This has been possible thanks to the excellent work and constructive efforts of the negotiators from both institutions. In particular, I would like to warmly thank the rapporteur Ms Dalli for her leadership on this challenging file. It required a lot of work and dedication from her side to bring together the different views and to lead successfully the negotiations. I would like also to thank all the shadow rapporteurs for their crucial role in these negotiations. This agreement is both ambitious and balanced. It is a major step forward in regulating CO2 emissions from cars and vans. Its main elements for new cars: the European Union fleet-wide average CO2 emissions will have to be 37.5% lower in 2030, compared to 2021, and 31% for new vans. Intermediate reduction targets of 15% for 2025 for both cars and vans will ensure that investments are already kick-started now. An innovative and technology-neutral incentive system will stimulate manufacturers to deploy more zero- and low-emission vehicles in the next decade, and a strong governance system will make sure that emission reductions occur in reality, not only in the laboratory. A comprehensive review in 2023 will evaluate the effectiveness of the legislation. This new legislation puts the road transport sector on a clear pathway towards clean mobility, and the broader transition to a climate-neutral economy. Let me highlight its main benefits. The targets agreed, together with the targets agreed for heavy-duty vehicles, will lead to a 24% reduction in greenhouse gas emissions from road transport in 2030 compared to 2005. This will help Member States to reach their binding targets under the Effort Sharing Regulation and for the European Union to deliver its commitments under the Paris Agreement. Citizens will benefit from cleaner air as the result of the new legislation, and consumers will also benefit economically as they are projected to save around EUR 1 100 over the lifetime of an average new car bought in 2030, and nearly EUR 4 000 for an average van. The legislation will also help to modernise the European Union economy, and the automotive sector in particular, to channel investments and strengthen innovation for clean vehicle technologies. The incentive system for zero- and low-emission vehicles will reward the front-runners in developing such vehicles. As a result of this legislation, around 35 million zero- and low-emission vehicles are projected to be driving on the road, compared to a bit more than one million today. The new regulation is also projected to have positive impacts on the overall economy, creating around 60 000 jobs and more, around 80 000, if batteries are produced in the European Union. In this context, the Battery Alliance was launched to create a sustainable and competitive battery value chain in Europe. This is a market with huge opportunities for economic growth and job creation. At the same time, the legislation allows for a smooth, gradual and realistic transition to zero-emission vehicles. In 2030, a very large majority of new vehicles – around 87% – will still have an internal combustion engine, as plug-in hybrid vehicles will play an important role. This will give sufficient time to undertake the necessary investments to re—skill and up—skill the workers in the conventional vehicles supply chain. A clear signal is also provided for investors in refuelling and recharging infrastructure. In particular, by 2030, around 4.5 million public charging points will have to be operational. This represents a substantial increase, requiring significant investments, including at local, regional, national and European Union levels. Let me conclude by inviting you to support this ambitious and balanced agreement when voted tomorrow. I would also take the opportunity to inform the Members of this House that the Commission has tabled a statement concerning the review provisions of the regulation to accompany its full support for the overall agreement. This will put Europe on track towards the necessary transition towards clean mobility, and I thank all of you for your support."
86,"The Committee on Transport and Tourism has adopted a number of amendments to the proposal.  Mr President, Commissioner, ladies and gentlemen, this is a bit of a joke: the chairman of the car manufacturers' lobby, Mr Tavares, has called us, the European legislators, amateurs because we want to reduce CO2 emissions from cars in Europe. Amateurs, because we hear the young people marching for the climate, who expect us to act responsibly to protect future generations. Transport accounts for 30% of CO2 emissions in Europe, the majority of which comes from road transport. Here we are setting a reduction of 37.5 per cent for cars and light vehicles, not for tomorrow, but for 2030. Anyone who delays the fight against global warming is a climate sceptic. So I say to Mr Tavares, if he wants to be on the right side of history, he should invest now to produce low-emission cars as soon as possible because it's good for the climate and it's good for jobs."
87,"I am speaking on behalf of the PPE Group. The Commission is not The European automobile industry, its suppliers and its workers are getting serious. Tomorrow we will vote on a significant tightening of the CO2 limits for cars and light commercial vehicles. The CO2 emissions from passenger cars are to be reduced by 15% by 2025 and by 37,5% by 2030. The Commission has already made a number of proposals to the Council and Parliament. Climate action is important, there's no doubt about it. But I also tell you that reaching these limits will not be a child's play. The result of the negotiations has once again gone far beyond the original Commission proposal. We must not forget, however, which limits were actually being manipulated at the beginning of the debate in the European Parliament. The Socialists wanted a 50% cut, the Greens wanted a 75% cut - absolutely absurd, unrealistic, and tens of thousands of jobs would have been destroyed. At what cost? The unilateral focus on electric mobility would have merely shifted emissions from the tailpipe to the power plants. We now have a compromise. We've accomplished a lot. The interim target of 15% by 2025 is realistic, the review in 2023 of how far we really are is important, and the separate target for light commercial vehicles of 31% is also fine. The EPP has also been committed from the outset to improving the accounting of innovative technologies such as synthetic fuels. It is very regrettable that for ideological reasons a majority for a technology-neutral solution was not possible. Clearly, we have missed an opportunity here. I will continue to fight for this openness to technology. Nevertheless, we should now put this law, this compromise, into effect. We must give producers the necessary planning certainty. The development of the vehicles that are to be on the market by 2025 is already well under way."
88,"The Commission is therefore proposing to amend the proposal to the effect that the Commission should be able to take part in the discussions. The Commission is also proposing to extend the scope of the directive to include the following areas: I do not want to say too much about the regulation itself tonight. We have had a very intensive debate on this. I believe that with this regulation we are indeed moving towards clean mobility, a mobility which will also ensure that consumers pay less. That's good! The transport revolution will happen, and it is right that we Europeans should help shape it and create the conditions for it. But we also have a responsibility towards working people, particularly as Social Democrats, and it is therefore right that this regulation should be designed to be open to technology, as my colleague Mr Gieseke has just said. It is also right that we have excluded the inclusion of synthetic fuels in the automotive sector, because we know that with the space available we must make better use of these fuels, for example in air transport, for example in lorries, where we do have them included. In future, we as Europeans must ensure that just transition is at the heart of our efforts, also in this House. We must put a lot more money into the hands of the workers to provide them with further training. We must also think about working hours in the future, and how to divide the work available better. All of this is a societal task, and as a societal task we must understand climate protection. The demonstrations of the Fridays for the Future and the young Europeans who are demanding that we leave them something of this planet are proof of this."
89,"Excuse me, there's a blue card for you from Mr. Rübig. Will you accept this blue card?"
90,"No, I think that the CDU colleagues must learn to behave in this House and not to shout like a mob in between, and the blue card would encourage that behaviour. (The speaker rejects a question on the 'blue card' procedure by Mr Paul Rübig.)"
91,"I understand that today we are witnessing a dispute between the coalitionists in the government of the Federal Republic of Germany, but we don't have to watch this spectacle. I'm asking you to behave in a civil manner."
92,"The Commission has already taken a number of measures to ensure that the Community's financial resources are used to the full. They are demanding a special Belgian climate law. I think that we should first of all leave the symbolism behind and get down to business. To work on the plans that are on the table, with the objectives that have been set. We already have a Flemish climate and energy plan waiting to be implemented and also in the European Parliament we have been working on a real climate and energy package in the last parliamentary term, on the way to 2030. Today we are giving the green light again for a very concrete measure. New vehicles must reduce CO2 emissions by 37.5% by 2030. The NVA, my party, fully supports this. In Belgium, transport accounts for a quarter of CO2 emissions. We have the innovative technology to reduce CO2 at the source that is so necessary to achieve our climate goals. We also support the demand for a technology-neutral greening of the new fleet. This is a very important link in attracting investment, stimulating innovation and improving the quality of air in our towns and cities. Our citizens have a right to clean air. If Europe is to compete with China, we must encourage our manufacturers to continue to innovate and to offer and market a sufficient number of low- and zero-emission vehicles. We should invest in that and not in some bogus software to circumvent the standards."
93,"on behalf of the ALDE Group. – Mr President, I would like to start with saying some nice words about Miriam Dalli because, as you probably know, we had fairly tough conversations with the Council and if Miriam hadn’t been as tough as she is, we probably would have had very different results. So, thank you once more. Some facts about the background. We did some counting. In Finland, an electrical car would produce emissions by kilometres of 48 g/km. Why? Because the mix in the grid makes the difference. In Germany, an electrical car would actually produce emissions of about 131 g/km and that was actually the reason why we had a hard fight. In the middle of the night, we waited for a call from Berlin. So, the real problem is actually what kind of mix we have in the grid and if we don’t make a really great effort to change the mix in the grid in the future, we will fail. That’s a fact. I can tell you, my 7—year—old diesel, with renewable second-generation advanced biofuel, produces less CO2 emissions per kilometre than an electrical car in Germany. So, my dear German friends, I think you have to take your efforts and your technological knowledge and do something real to change the grid. If you don’t change the grid then you are going to be a loser – and a European loser. (The speaker agreed to take a blue-card question under Rule 162(8))"
94,"The Commission has also proposed that the Council should adopt a decision on the application of the 'blue card' procedure. I would like to ask Mr Torvalds whether he has not noticed that the price of CO2 in the ETS has risen to over 20 euros. This will reduce the CO2 emissions in the power plant area. And I would like to ask the honourable Member whether he has not noticed that Germany is in the process of getting out of coal - with first measures in the next two or three years. It's a hell of a journey, and we're hoping for support, not just ignorance."
95,"Answer to a question on the 'blue card' procedure. - Mr President, I have to say that I am very pleased. I'll be happy to answer. We've all read the German Coal Commission report, and we know that the exit happens in 2036, if I read that correctly. To create something, we want to have a little bit more speed. Thank you very much, and we're going to continue this with great energy to change everything."
96,"on behalf of the Verts/ALE Group. – Mr President, first of all, I too would like to thank the rapporteur Miriam Dalli for her great work in getting this deal. It was a huge fight within the Parliament, as you still sometimes hear – some old voices are still a bit unhappy, but it was also a big fight in the Council, where there were huge splits between progressive countries and countries that didn’t want to do any policy. Unfortunately, Germany itself was even split. The Environment Ministry wanted to have higher ambitions, but the Industry and Transport Ministry did not. So it was a very difficult file. It’s great that we are finally getting these policies ahead. I just want to mention to the Commission that yes, you put the proposal forward, but it doesn’t happen that often that both the Council and Parliament made it more ambitious. I hope that this is a lesson for the Commission when putting forward proposals. In the old days, the Commission tried to be in the middle; now, a bit too often on climate proposals, both sides improve it. So there is room for improvement also for the Commission for future proposals. Just on the targets that are now on the table, these are very desperately needed in order to get innovation in the automotive sector within Europe and what you can see already is the impact of these regulations. Even the German car industry is now talking about wanting to fully electrify their transport. So you see that the automotive sector in Germany is even now going ahead and this shows that regulation matters and putting ambition in place matters and that’s what we have done."
97,"for the group GUE/NGL.  Mr President, Commissioner, if I were to take account purely of the outcome of the negotiations in this document, perhaps I could say that I am satisfied because, as my colleagues have said, it was a tough negotiation and certainly a lot of good came out of it, for which I owe a special thanks to Miriam Dalli. But the overwhelming demands on manufacturers to develop new technology were passed on, and that was the end of it. We're already short of the B. The new version of the Clean and Energy Efficient Road Vehicles Directive, which was supposed to kick-start the clean vehicle market, is simply not ambitious, public sector purchases are too late and the resulting obligations are full of loopholes. And so I ask myself: Who will the car manufacturers sell to, if the public sector is not willing to buy them? And how will the manufacturers meet the targets we've agreed? The Member States have simply washed their hands of the solution, leaving the burden solely on European products. The infrastructure for clean vehicles is still missing, and we're in a vicious circle of needing to start a market for these cars, but no one is willing to buy them yet because of the missing infrastructure, and no one is willing to build them until there's a greater proliferation of these cars. Fellas, don't be mad at me, but we may have taken the right first step, but it's just an open Pandora's box, because all the other steps we were supposed to take, and it was supposed to be a package, we failed. And if we're going to say that this one step is going to save something, then I'm telling you that this decision is wrong."
98,"on behalf of the EFDD Group.  Mr President, ladies and gentlemen, in 2017, greenhouse gas emissions in Europe increased as well as the average CO2 emissions of new cars, due to the consumption of oil in road transport. Furthermore, although sales of diesel cars are declining, and those of hybrid and electric vehicles are growing rapidly, in 2019 there are less than 20 electric models available from European dealers and therefore their spread is clearly limited everywhere. All of this tells us how important the regulation we are adopting is, because it will drive the decarbonisation of the automotive sector, which is needed now more than ever, and transform the car and van market into a sustainable one, stimulating the spread of zero- and low-emission vehicles. I am proud to have worked for the Five Star Movement on this regulation and to have also helped to contain the attacks of those who would like to anchor the European car to a fossil fuel future, at the expense of the environment and the health of our fellow citizens. Instead, they should be invested in renewables and hydrogen, which are five times more labour-intensive than oil, and support the creation of the estimated 200 000 new permanent jobs in the sectors related to electromobility by 2030, so that the transition is truly fair and no one is left behind. I also sincerely thank Mrs Dalli for her work."
99,"on behalf of the ENF Group.  Mr President, ladies and gentlemen, the CO2 emission reduction targets contained in this proposal are totally unrealistic: The Commission has already taken a number of measures to ensure that the Community's financial resources are used to the full. The text is not technologically neutral, it is a force for the electric solution, it does not benefit the competitiveness of the sector, but rather makes Europe dependent on raw materials  rare earths for batteries  which come largely from one country  China  with the aggravating fact that the vast majority of patents for batteries are held in Asia, not to mention the lack of charging infrastructure and that a large part of electricity in Europe still comes from coal and lignite power stations. The inclusion of a clause which could, hypothetically, open up a revision of the targets by 2023 is not sufficient to rebalance this regulation. Sectors such as the automotive industry need medium and long-term industrial plans: Legislative acts like this are irrational and irresponsible."
100,"Mr President, ladies and gentlemen, I would like to thank you for your report. Climate protection and safety at work must go hand in hand. So it was very important to look at this legislation and what the impact on jobs would be. I am very grateful to the Commission for having carried out an additional impact assessment to assess the proposals that were on the table. The result was clear: proposals for 75% or even the original proposal by Miriam Dalli for 50% would have cost jobs in Europe. But this analysis by the Commission - and I have not met anyone who can refute it, other claims are not supported in my view - also shows that it is wrong to say that every percentage above 30 is a disaster. The Commission shows that even if we are at around 40% - and we are now at just below that with a margin of safety - there are still positive effects on jobs in Europe as a whole. And that is why it would not have been wise not to use this margin of manoeuvre, especially when many people, especially many young people, expect the European Union to do more to protect the climate. So it is a sensible compromise and I hope that we will support it tomorrow by consensus or by a large majority. I would like to thank all those who have contributed: the rapporteur, of course, but especially the EPP group, Jens Gieseke, Commissioner Miguel Arias Cañete and the President of the Council, Elisabeth Köstinger. It's a good result!"
101,"Mr President, ladies and gentlemen, Europe is a movement. Europe is moving towards the new development model, a low- and zero-carbon economy, a virtuous alliance between growth and the environment, production and industry, with less energy waste and pollution. In Europe, the movement of people is expected to increase by 40% and that of goods by 60%. Transport currently contributes 25% of emissions and over 70% is accounted for by road transport. Today, the transport sector accounts for 5% of European GDP, a wealth that we spend largely on medicine and hospitals to deal with the pollution in our cities and to repair the damage caused by climate change. We have to change! This regulation sets binding and ambitious targets for the emissions and fuel economy of cars and vans. He says no more lab tests that don't reflect real emissions and he wants data in real driving conditions. We are now working together, all of us, to encourage the public and private investment needed to convert Europe's motor industry, which is still 94% dependent on oil. We now accompany and support workers in their retraining and updating of their skills. We must change and this regulation is a step in the right direction towards a different way of life, one that is more respectful of people and the environment."
102,"Mr President, I would like to thank you. Environmental goals are obviously good to have. But we must also be careful to ensure that environmental objectives are realistic, that is, that there is always a realistic chance for manufacturers to develop the technology. There is no need to go above and beyond just to get there. Then we have failed. We cannot meet the requirements. I therefore believe that there must also be agreement with the manufacturers on what is technically possible or not. I drive an electric car myself. It's working great. I'm super happy. But I live in the country, and I think that's where the electric car is an option for the future. In the big cities, there are too many problems with the charging infrastructure. There are not enough charging points and therefore the electric car will never be an option in the big city. There'll be constant worries about how to charge the car. I'm doing great. At home at my villa I can plug in, that's no problem, but in the cities I don't think that's going to be an option and then we have to be able to release cars that are environmentally friendly. (The speaker accepted to answer a question (blue card) in accordance with Rule 162 (8) of the Rules of Procedure.)"
103,"The Commission has also proposed that the Council should adopt a decision on the application of the 'blue card' procedure.  My question goes in the direction that in e-mobility, a battery weighs about 700 kg, while a diesel load weighs 70 kg. Now, of course, we have the problem that you can drive a total of 700 kilometers with diesel, but only 350 kilometers with e-mobility. So there's a big question of efficiency here. How do you see it?"
104,"(blue card) That's right. That's absolutely true and that's also why I have a regular car too, with an internal combustion engine. The electric car works for a certain part of my needs, but it doesn't work for all my needs. That is why we must also ensure that we can keep the normal cars. The electric car doesn't work for everyone, that's how it is. It works great for me. I have a daily driving requirement of about 70 kilometers, and that's where the electric car works. Especially in winter, the range is down to about 90 to 100 kilometers on a full charge -- that's actually the reality of it -- so I wouldn't be able to do it with just an electric car. We must therefore also ensure that there are alternatives to renewable fuels, i.e. where we produce environmentally friendly fuels, simply as an alternative to petrol and diesel. The electric car is not the solution to all problems, but to some of them."
105,"I think it would be nice if we agreed to meet again in three or four years' time and look back with a smile on the rearguard action we have taken in these days. Because the sad thing is that social transitions are happening so terribly fast that we as legislators are simply too slow. We're riding together in that little diesel, ducking down the right lane with the conservatives behind the wheel, while we're being squeezed hard into the left lane by the car of the future. BMW announced yesterday that it's launching a whole new range of electric cars with a range of 600 kilometers. Volkswagen announced in November that it will invest 44 billion euros in e-mobility over the next five years. That's what's happening now. The market is passing us on all fronts. I am going to vote for the compromise, but I know now that in two years it will be obsolete and fortunately: The market is moving much faster than we as legislators can."
106,"Mr President, civil society applauded us for adopting an ambitious report last October, and for taking a strong stance and sending a clear message to car industries that they must also keep up to speed on climate ambition and demands. However, what is disappointingly clear from the final agreement between the Council and Parliament is that the Council and EU Ministers are happy to water down bold environmental legislation that aims to tackle one of the EU’s biggest polluting sources. CO2 emissions from transport are increasing and efforts to improve the fuel efficiency of new cars are slowing so we must demand a lot more from the sector. We need to stop striking political compromises where the science sets us the limits. Fulfilling the Paris Agreement obligations is not only Parliament’s duty, but it’s also the Council’s duty and they cannot ignore their part in this."
107,"I would like to thank the Commissioner for his reply. We are talking today about schizophrenia, which is expressed in the immense new CO2 emissions requirements that this House has wanted. We are talking about the EU's struggle to find an industrial strategy in the best economically planned way, while it wants to put an end to its best industrial workhorse - the automobile industry. We're talking about the EU assuming zero emissions for electric cars, which is scientifically wrong and physically completely impossible. Mrs Dalli, when you talk about zero-emission vehicles, it is above all because you are clueless. We are talking about the fact that you are now hitting the big German car manufacturers in the face and thereby weakening Germany, which they expect to guarantee their savings in banks, to finance cohesion policy and agricultural subsidies and to tolerate their weakness in competition. Ladies and gentlemen, this is not going to work. Let them go! Hold it right there! And this applies not only to you, but also to the German Government, which I do not appreciate at all, and which unfortunately suffers from the same schizophrenia."
108,"Mr President, I would like to thank you. Sweden is one of the countries in the world where the economy is most dependent on the automotive industry. We know how important it is to create the right conditions for a viable and more sustainable automotive industry, both today and in the future. That is precisely why we Swedish Social Democrats, both here in the European Parliament and through our government in the Council, have pushed for such high climate ambitions, to reduce car emissions more than today. We would have liked to see emissions fall even further, but this is an important step along the way, which we are voting on now. It is thanks to the Socialist Group and our rapporteur, Mrs Miriam Dalli, and her hard work and skill that we now have these new rules which will benefit both the climate and human health. We Social Democrats will stand up for this tomorrow and vote in favour of the stricter emission standards, both for the sake of the climate, for the sake of human health and for an industry that is strong for the future. A sustainable Europe is needed. It's the vision we have for our future."
109,"I would like to thank the Commissioner for his reply. The draft resolution is not only based on goals that are far removed from reality, but it also raises the question of what ideology is being pursued. And this ideology shows that it is against individual transport, because there are many arguments thrown around here that are completely baseless. Commissioner Arias Cañete, when you say that you want a zero-emission vehicle, that is utopian. There are no zero-emission vehicles, and they are not even foreseeable. And when we talk about electric vehicles, we say: ""These are the saviors"". This is nonsense, ladies and gentlemen! The electricity used there is produced in doubt - in Germany at least - in coal-fired power stations, in power stations that run on oil, where the emissions occur. There is scientific research that shows very clearly that an electric vehicle, compared to a combustion engine, when it gets on the road, has already created the same environmental impact as the other one at 110,000 kilometers. I mean, these are facts we can't ignore! We are also constantly dealing with individual transport, with cars. What about the real polluters, such as shipping? It is well known that only a few large ships produce the same environmental pollution as all German passenger transport. You should answer that. (The President cut the speaker off)"
110,"Mr President, Commissioner, this regulation provides us with a legal framework for all Member States to meet the objectives of the Paris Agreement in the coming years. The European Union will set these objectives and give the sector clear guidelines for future investment and technology development. The passenger car and van sector is of great importance in many countries of the European Union, particularly in my own country, and the Member States are going to have to undergo a profound transformation. And having this legal framework for a sustainable transition is important. But this transition must ensure that environmental objectives are met while maintaining or increasing the level of economic activity and employment. We must therefore be particularly vigilant with regard to the most vulnerable groups and regions, and we must also bear in mind that the transition affects not only the car industry but also the whole of the component manufacturing industry. The European Commission must therefore have a real industrial policy, involving several directorates-general and with specific analyses and measures for the most important industrial sectors in the European Union. This is a very important question for the coming years. And I want to end, Commissioner, by congratulating you on all the work of this legislature, not only on what you have done in this sector, but also because the European Union's road map is already completed before the European elections. We have even already put on the table the strategy for reducing emissions by 2050. Thank you very much and congratulations."
